ResponseId,partner_work_hours,partner_work_hours_cat,num_children,num_partners,num_parents,num_siblings,age,gender,gender_code,education_level,education_cat,zip_code,vocational_qualification,has_university_degree,height_cm,weight_kg,bmi,risk_tolerance,personal_income_change,partner_income_change,task_share_food,task_share_childcare,task_share_education,task_share_housework,health_status,health_status_cat,household_income,personal_income,household_income_cat,personal_income_cat
R_1mmcWhxqpzdbRWb,5.5,1-10 Stunden,3.0,5.0,2.0,4.0,26.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),10117.0,Master,1,177.0,82.0,26.173832551310287,2.0,,,,,,,4.0,Gut,250.0,,0-500€,
R_1Qu1Ujv807hjQUi,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,53.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),53894.0,Lehre/ Berufsausbildung im dualen System,0,176.0,65.0,20.983987603305785,0.0,-1.0,0.0,55.0,,,9.0,4.0,Gut,2750.5,,2501-3000€,
R_1gvXyWLGleFAzJ2,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,66.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),83569.0,Diplom,1,180.0,100.0,30.864197530864196,3.0,0.0,0.0,87.0,,,100.0,3.0,Zufriedenstellend,2750.5,,2501-3000€,
R_zdU4lRqQoYCyjT3,0.0,Nicht erwerbstätig,,,,,66.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),22143.0,Master,1,158.0,59.0,23.634033007530842,0.0,,,,,,,3.0,Zufriedenstellend,,2750.5,,2501-3000€
R_3HjiK7A83tfnW0A,0.0,Nicht erwerbstätig,0.0,0.0,0.0,0.0,36.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),96114.0,Lehre/ Berufsausbildung im dualen System,0,178.0,84.0,26.511804065143288,5.0,,,,,,,3.0,Zufriedenstellend,1250.5,,1001-1500€,
R_AzANsd4RaX4aTgB,15.5,11-20 Stunden,,,,,57.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),79258.0,Lehre/ Berufsausbildung im dualen System,0,177.0,93.0,29.68495643014459,4.0,,,,,,,2.0,Weniger gut,,750.5,,501-1000€
R_27UqOGhAQxUBmUj,0.0,0 Stunden,,,,,29.0,Female,2.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),84359.0,Ohne beruflichen Bildungsabschluss,0,164.0,52.0,19.333729922665082,3.0,,,,,,,3.0,Zufriedenstellend,,3750.5,,3501-4000€
R_20MTOdtSLXLuQaI,45.5,41-50 Stunden,,,,,48.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),56410.0,Diplom,1,173.0,64.0,21.383941996057334,5.0,,,,,,,3.0,Zufriedenstellend,,3750.5,,3501-4000€
R_2uqZtw9mSaPW08m,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,28.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),63263.0,Promotion,1,169.0,62.0,21.707923392038097,2.0,2.0,0.0,53.0,,,43.0,5.0,Sehr gut,7250.5,,7001-7500€,
R_33D185x0SVMmGDe,35.5,31-40 Stunden,,,,,44.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),81927.0,Lehre/ Berufsausbildung im dualen System,0,181.0,72.0,21.97735111870822,6.0,,,,,,,4.0,Gut,,3750.5,,3501-4000€
R_3g7YxJph4a52WfV,0.0,Nicht erwerbstätig,,,,,50.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),4720.0,Fachschulabschluss (DDR),0,158.0,95.0,38.05479891043102,7.0,,,,,,,4.0,Gut,,250.0,,0-500€
R_1PYrDYFMQjK5wqE,35.5,31-40 Stunden,,,,,57.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),83043.0,Lehre/ Berufsausbildung im dualen System,0,162.0,58.0,22.10028959000152,2.0,,,,,,,4.0,Gut,,1750.5,,1501-2000€
R_9B5w2L9gKFDHIpX,45.5,41-50 Stunden,0.0,1.0,0.0,0.0,54.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),51145.0,Fachschulabschluss,0,168.0,95.0,33.6592970521542,6.0,0.0,0.0,70.0,,100.0,70.0,4.0,Gut,2750.5,,2501-3000€,
R_x32rAdn4xE7aNX3,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,40.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),93180.0,Bachelor,1,166.0,52.0,18.870663376397157,6.0,0.0,0.0,61.0,25.0,53.0,55.0,3.0,Zufriedenstellend,2250.5,,2001-2500€,
R_0IBK4izZ3PAVjIB,35.5,31-40 Stunden,,,,,56.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),19217.0,Lehre/ Berufsausbildung im dualen System,0,158.0,58.0,23.233456176894723,3.0,,,,,,,4.0,Gut,,1250.5,,1001-1500€
R_3Jf9Ziin0ariRHx,5.5,1-10 Stunden,3.0,1.0,0.0,0.0,53.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),45468.0,Lehre/ Berufsausbildung im dualen System,0,165.0,72.0,26.44628099173554,2.0,0.0,0.0,100.0,,,100.0,5.0,Sehr gut,5750.5,,5501-6000€,
R_3rOlljQ6HxNWJFs,25.5,21-30 Stunden,1.0,1.0,0.0,0.0,23.0,Male,1.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,32602.0,Lehre/ Berufsausbildung im dualen System,0,161.0,66.0,25.461980633463213,8.0,-1.0,-1.0,21.0,23.0,21.0,26.0,4.0,Gut,2750.5,,2501-3000€,
R_2B8sb7CyZvZ0rFc,35.5,31-40 Stunden,,,,,49.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),68259.0,Lehre/ Berufsausbildung im dualen System,0,157.0,64.0,25.96454217209623,7.0,,,,,,,2.0,Weniger gut,,1750.5,,1501-2000€
R_2ePXPY6wgysGarM,35.5,31-40 Stunden,1.0,1.0,0.0,0.0,45.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),47807.0,Master,1,185.0,96.0,28.04967129291453,6.0,0.0,0.0,20.0,,14.0,21.0,4.0,Gut,4750.5,,4501-5000€,
R_3DjRTv5Huzf47MM,5.5,1-10 Stunden,0.0,0.0,2.0,2.0,19.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),42281.0,Lehre/ Berufsausbildung im dualen System,0,175.0,55.0,17.959183673469386,5.0,,,,,,,4.0,Gut,250.0,,0-500€,
R_3EBeU8SbFqYKJ1D,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,34.0,Female,2.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,47447.0,Lehre/ Berufsausbildung im dualen System,0,164.0,59.0,21.936347412254616,4.0,0.0,0.0,43.0,,,60.0,4.0,Gut,4250.5,,4001-4500€,
R_PMSz7QlnBpCiijv,25.5,21-30 Stunden,2.0,1.0,0.0,0.0,41.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),73469.0,Ohne beruflichen Bildungsabschluss,0,168.0,59.0,20.904195011337873,4.0,-1.0,0.0,20.0,,,20.0,5.0,Sehr gut,3750.5,,3501-4000€,
R_qVmgMmStIDBqDMl,35.5,31-40 Stunden,,,,,53.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),25746.0,Lehre/ Berufsausbildung im dualen System,0,158.0,63.0,25.236340330075304,1.0,,,,,,,4.0,Gut,,1750.5,,1501-2000€
R_1d4fB7dTZHUELAD,35.5,31-40 Stunden,,,,,39.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),66606.0,Fachschulabschluss,0,178.0,92.0,29.036737785633125,2.0,,,,,,,4.0,Gut,,2250.5,,2001-2500€
R_1kYpLuXDQjpn856,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,67.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),31319.0,Lehre/ Berufsausbildung im dualen System,0,174.0,72.0,23.781212841854934,6.0,0.0,-2.0,90.0,,,70.0,5.0,Sehr gut,3250.5,,3001-3500€,
R_1djdWIqORGphHAp,35.5,31-40 Stunden,,,,,46.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),38557.0,"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",0,183.0,84.0,25.082863029651524,5.0,,,,,,,4.0,Gut,,4750.5,,4501-5000€
R_6PsesBLsB5kwugV,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,67.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),50189.0,Lehre/ Berufsausbildung im dualen System,0,179.0,122.0,38.07621484972379,1.0,0.0,0.0,40.0,25.0,,10.0,3.0,Zufriedenstellend,8750.5,,8501-9000€,
R_3edYPxqCyI5nf6Z,0.0,Nicht erwerbstätig,,,,,67.0,Female,2.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),76149.0,Ohne beruflichen Bildungsabschluss,0,172.0,94.0,31.77393185505679,1.0,,,,,,,3.0,Zufriedenstellend,,750.5,,501-1000€
R_tQXl0wyhuTvcmid,35.5,31-40 Stunden,0.0,0.0,0.0,0.0,23.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),10367.0,Bachelor,1,163.0,57.0,21.453573713726524,4.0,,,,,,,4.0,Gut,,2250.5,,2001-2500€
R_NVCrWFOp4rGH3VL,5.5,1-10 Stunden,0.0,1.0,0.0,0.0,61.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),47259.0,Lehre/ Berufsausbildung im dualen System,0,167.0,89.0,31.912223457277065,0.0,0.0,0.0,96.0,25.0,,80.0,2.0,Weniger gut,4250.5,,4001-4500€,
R_2SpODxTGI8D0W5x,15.5,11-20 Stunden,,,,,54.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),63450.0,Lehre/ Berufsausbildung im dualen System,0,169.0,75.0,26.25958474843318,3.0,,,,,,,3.0,Zufriedenstellend,,750.5,,501-1000€
R_3CKsdu9WIjQVWWL,35.5,31-40 Stunden,,,,,57.0,Male,1.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,6406.0,Fachschulabschluss (DDR),0,175.0,90.0,29.387755102040817,5.0,,,,,,,3.0,Zufriedenstellend,,1750.5,,1501-2000€
R_3Jtt4OvL7TGnvnn,0.0,Nicht erwerbstätig,2.0,1.0,0.0,0.0,66.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),93466.0,Fachschulabschluss,0,172.0,118.0,39.88642509464576,6.0,0.0,0.0,51.0,,0.0,50.0,4.0,Gut,3250.5,,3001-3500€,
R_3CWavHSRudXcvlP,35.5,31-40 Stunden,,,,,55.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),12309.0,Lehre/ Berufsausbildung im dualen System,0,168.0,53.0,18.77834467120182,0.0,,,,,,,4.0,Gut,,3750.5,,3501-4000€
R_300IQb54tyIx2tP,45.5,41-50 Stunden,0.0,0.0,0.0,0.0,30.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),41363.0,Bachelor,1,173.0,76.0,25.393431120318084,3.0,,,,,,,4.0,Gut,,2750.5,,2501-3000€
R_1eIZUbHJRSIrcS7,35.5,31-40 Stunden,,,,,47.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),85416.0,Lehre/ Berufsausbildung im dualen System,0,183.0,102.0,30.457762250291136,6.0,,,,,,,3.0,Zufriedenstellend,,2750.5,,2501-3000€
R_333A6bYlCKQDHvf,35.5,31-40 Stunden,,,,,39.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),78628.0,Lehre/ Berufsausbildung im dualen System,0,175.0,78.0,25.46938775510204,7.0,,,,,,,4.0,Gut,,2250.5,,2001-2500€
R_2rHJfYmOEgqDfcP,15.5,11-20 Stunden,1.0,1.0,0.0,0.0,47.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),12249.0,Lehre/ Berufsausbildung im dualen System,0,166.0,82.0,29.757584555087824,5.0,-2.0,0.0,100.0,,,100.0,2.0,Weniger gut,3250.5,,3001-3500€,
R_3adzyqiV90bgrBv,0.0,Nicht erwerbstätig,4.0,1.0,0.0,0.0,33.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),71134.0,Lehre/ Berufsausbildung im dualen System,0,161.0,82.0,31.634581999151262,5.0,0.0,0.0,47.0,37.0,100.0,37.0,4.0,Gut,250.0,,0-500€,
R_1iaQsspksPnNaKl,35.5,31-40 Stunden,1.0,1.0,0.0,0.0,55.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),84036.0,Lehre/ Berufsausbildung im dualen System,0,170.0,70.0,24.221453287197235,3.0,0.0,0.0,15.0,,,100.0,4.0,Gut,5750.5,,5501-6000€,
R_1C9nRqGfo80FP4L,45.5,41-50 Stunden,0.0,1.0,0.0,0.0,57.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),63322.0,Diplom,1,176.0,97.0,31.31456611570248,4.0,0.0,0.0,3.0,,,58.0,4.0,Gut,3750.5,,3501-4000€,
R_1NzeCZ6XcPau7GQ,35.5,31-40 Stunden,,,,,46.0,Female,2.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,91257.0,Fachschulabschluss,0,172.0,78.0,26.365603028664147,5.0,,,,,,,4.0,Gut,,3250.5,,3001-3500€
R_3qOJiAwePifnSsB,35.5,31-40 Stunden,,,,,55.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),86438.0,Lehre/ Berufsausbildung im dualen System,0,176.0,90.0,29.054752066115704,5.0,,,,,,,4.0,Gut,,3250.5,,3001-3500€
R_1r7TrXFkfC0a66o,45.5,41-50 Stunden,,,,,58.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),87772.0,Lehre/ Berufsausbildung im dualen System,0,170.0,72.0,24.913494809688583,2.0,,,,,,,4.0,Gut,,2250.5,,2001-2500€
R_2Xh4o7B32lTQoAk,0.0,0 Stunden,,,,,51.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),71546.0,Ohne beruflichen Bildungsabschluss,0,172.0,75.0,25.351541373715524,0.0,,,,,,,3.0,Zufriedenstellend,,1750.5,,1501-2000€
R_1Ns3GfUDNuDSHJH,45.5,41-50 Stunden,1.0,0.0,0.0,0.0,38.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),16792.0,Fachschulabschluss,0,165.0,55.0,20.202020202020204,4.0,,,,,,,3.0,Zufriedenstellend,2250.5,,2001-2500€,
R_6g3YYkXljsSK0jD,45.5,41-50 Stunden,0.0,1.0,0.0,0.0,29.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),85247.0,"Bachelor,Master",1,178.0,87.0,27.458654210326976,3.0,0.0,0.0,75.0,,,50.0,3.0,Zufriedenstellend,4750.5,,4501-5000€,
R_3hfGCrPttpKf8Eh,5.5,1-10 Stunden,3.0,4.0,2.0,4.0,56.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),90763.0,Master,1,165.0,106.0,38.93480257116621,6.0,,,,,,,4.0,Gut,,1250.5,,1001-1500€
R_3Oc62vCroWJE7TT,0.0,0 Stunden,,,,,60.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),27568.0,Lehre/ Berufsausbildung im dualen System,0,184.0,93.0,27.469281663516067,3.0,,,,,,,2.0,Weniger gut,,1250.5,,1001-1500€
R_1IW33e0itYAtanL,0.0,Nicht erwerbstätig,,,,,66.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),12357.0,Lehre/ Berufsausbildung im dualen System,0,179.0,96.0,29.961611685028558,1.0,,,,,,,3.0,Zufriedenstellend,,1750.5,,1501-2000€
R_1GVoBj8UKTLjKO4,35.5,31-40 Stunden,,,,,33.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),30900.0,Lehre/ Berufsausbildung im dualen System,0,172.0,78.0,26.365603028664147,5.0,,,,,,,3.0,Zufriedenstellend,,5250.5,,5001-5500€
R_3fvfbb34hqSNbIA,35.5,31-40 Stunden,,,,,27.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),73269.0,Lehre/ Berufsausbildung im dualen System,0,163.0,57.0,21.453573713726524,5.0,,,,,,,4.0,Gut,,2750.5,,2501-3000€
R_ehrv6QXFL3x8myJ,25.5,21-30 Stunden,,,,,62.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),23795.0,Master,1,164.0,61.0,22.679952409280194,5.0,,,,,,,2.0,Weniger gut,,250.0,,0-500€
R_3iVIYYXf3JT9n2v,35.5,31-40 Stunden,1.0,1.0,0.0,0.0,40.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),99438.0,Lehre/ Berufsausbildung im dualen System,0,168.0,72.0,25.510204081632658,5.0,-1.0,1.0,55.0,44.0,73.0,71.0,4.0,Gut,1750.5,,1501-2000€,
R_3EseWyF31AuADNZ,35.5,31-40 Stunden,1.0,1.0,0.0,0.0,60.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),40880.0,Diplom,1,189.0,98.0,27.434842249657066,6.0,0.0,0.0,40.0,,20.0,40.0,4.0,Gut,7250.5,,7001-7500€,
R_1lfzQd91Ag39WUO,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,58.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),15569.0,Lehre/ Berufsausbildung im dualen System,0,180.0,81.0,25.0,2.0,0.0,0.0,50.0,,,50.0,2.0,Weniger gut,2250.5,,2001-2500€,
R_1OqLx16Cdo6dxBu,0.0,Nicht erwerbstätig,0.0,0.0,0.0,0.0,23.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),3046.0,Bachelor,1,181.0,79.0,24.114038033027075,4.0,,,,,,,4.0,Gut,,750.5,,501-1000€
R_1mKGDGad1a3XcUM,15.5,11-20 Stunden,,,,,63.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),90491.0,Lehre/ Berufsausbildung im dualen System,0,180.0,77.0,23.76543209876543,2.0,,,,,,,2.0,Weniger gut,,1250.5,,1001-1500€
R_1DwMafdD5nr6WyH,5.5,1-10 Stunden,1.0,1.0,1.0,0.0,55.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),71672.0,Lehre/ Berufsausbildung im dualen System,0,148.0,55.0,25.10956902848795,1.0,0.0,0.0,50.0,100.0,,100.0,2.0,Weniger gut,2750.5,,2501-3000€,
R_5mOmwm3dY1CFgIh,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,64.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),44267.0,Diplom,1,180.0,92.0,28.39506172839506,2.0,0.0,0.0,60.0,,,35.0,3.0,Zufriedenstellend,4250.5,,4001-4500€,
R_2c6ZerNyZLkfnRH,25.5,21-30 Stunden,1.0,1.0,0.0,0.0,62.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),48703.0,Lehre/ Berufsausbildung im dualen System,0,161.0,130.0,50.152386096215416,10.0,-2.0,0.0,75.0,,,25.0,2.0,Weniger gut,2750.5,,2501-3000€,
R_Z9U7G3bM37Obz0Z,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,65.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),80937.0,Lehre/ Berufsausbildung im dualen System,0,182.0,77.0,23.24598478444632,5.0,0.0,0.0,100.0,,,90.0,4.0,Gut,2250.5,,2001-2500€,
R_39MYJfHfJZVytm9,25.5,21-30 Stunden,,,,,52.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),15936.0,Ohne beruflichen Bildungsabschluss,0,161.0,101.0,38.96454612090582,5.0,,,,,,,4.0,Gut,,1250.5,,1001-1500€
R_2y3LG9L3zogKmn5,5.5,1-10 Stunden,0.0,0.0,0.0,0.0,36.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),84405.0,Fachschulabschluss,0,169.0,45.0,15.75575084905991,4.0,,,,,,,4.0,Gut,1750.5,,1501-2000€,
R_3kFLnRQR3wSNvu0,35.5,31-40 Stunden,0.0,0.0,0.0,0.0,44.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),13407.0,Lehre/ Berufsausbildung im dualen System,0,170.0,55.0,19.031141868512112,2.0,,,,,,,4.0,Gut,1750.5,,1501-2000€,
R_pb1LBpjsEyIXpi9,0.0,Nicht erwerbstätig,,,,,70.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),48734.0,Lehre/ Berufsausbildung im dualen System,0,178.0,92.0,29.036737785633125,5.0,,,,,,,3.0,Zufriedenstellend,,2250.5,,2001-2500€
R_2VCP08NJNsCZzF9,25.5,21-30 Stunden,0.0,1.0,0.0,0.0,30.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),22880.0,Lehre/ Berufsausbildung im dualen System,0,174.0,59.0,19.487382745408905,6.0,0.0,0.0,43.0,,,42.0,3.0,Zufriedenstellend,1750.5,,1501-2000€,
R_UilE5jswv4jNz45,5.5,1-10 Stunden,0.0,1.0,0.0,0.0,24.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),57074.0,Bachelor,1,172.0,63.0,21.29529475392104,7.0,0.0,0.0,70.0,,,90.0,5.0,Sehr gut,250.0,,0-500€,
R_3hxRCxHh6vIAFCn,55.0,Mehr als 50 Stunden,0.0,1.0,0.0,0.0,27.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),79106.0,Master,1,170.0,63.0,21.79930795847751,2.0,0.0,0.0,89.0,,,100.0,3.0,Zufriedenstellend,3250.5,,3001-3500€,
R_9AEiGXyTDNSaCYx,25.5,21-30 Stunden,1.0,1.0,0.0,0.0,57.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),24848.0,Lehre/ Berufsausbildung im dualen System,0,158.0,64.0,25.63691716071142,6.0,0.0,0.0,50.0,,,50.0,3.0,Zufriedenstellend,3250.5,,3001-3500€,
R_1hANbBIgi2R4hsG,35.5,31-40 Stunden,,,,,51.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),26725.0,Lehre/ Berufsausbildung im dualen System,0,180.0,86.0,26.54320987654321,2.0,,,,,,,3.0,Zufriedenstellend,,2250.5,,2001-2500€
R_10C12QhNar7YeWG,35.5,31-40 Stunden,,,,,32.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),68167.0,Master,1,178.0,77.0,24.302487059714682,7.0,,,,,,,4.0,Gut,,2750.5,,2501-3000€
R_vrCxBhRVLmsrY0p,0.0,Nicht erwerbstätig,,,,,51.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),45889.0,Ohne beruflichen Bildungsabschluss,0,185.0,94.0,27.465303140978815,1.0,,,,,,,4.0,Gut,,750.5,,501-1000€
R_1kFEQv29GidMgUO,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,54.0,Female,2.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,8209.0,Lehre/ Berufsausbildung im dualen System,0,170.0,75.0,25.95155709342561,1.0,-1.0,0.0,70.0,,,90.0,2.0,Weniger gut,1250.5,,1001-1500€,
R_3nvbF38DdU4Prsz,25.5,21-30 Stunden,0.0,1.0,0.0,0.0,57.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),88046.0,Ohne beruflichen Bildungsabschluss,0,152.0,86.0,37.22299168975069,1.0,0.0,-1.0,40.0,,,100.0,3.0,Zufriedenstellend,1250.5,,1001-1500€,
R_sdS2zFVuxuxMHMl,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,35.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),61276.0,Lehre/ Berufsausbildung im dualen System,0,175.0,76.0,24.816326530612244,8.0,-1.0,-1.0,80.0,,,26.0,4.0,Gut,2250.5,,2001-2500€,
R_1PbdBbarkkkFIBW,35.5,31-40 Stunden,0.0,0.0,2.0,1.0,27.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),74235.0,Bachelor,1,178.0,58.0,18.30576947355132,6.0,,,,,,,2.0,Weniger gut,6250.5,,6001-6500€,
R_2cciygwOd9zA4DT,5.5,1-10 Stunden,,,,,48.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),80807.0,Fachschulabschluss,0,172.0,75.0,25.351541373715524,6.0,,,,,,,3.0,Zufriedenstellend,,1750.5,,1501-2000€
R_RkIZtt59MgWRgQx,35.5,31-40 Stunden,,,,,34.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),77948.0,Lehre/ Berufsausbildung im dualen System,0,181.0,134.0,40.90229235981808,7.0,,,,,,,4.0,Gut,,2250.5,,2001-2500€
R_1r0UQWuEZVx8VCa,45.5,41-50 Stunden,,,,,43.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),44797.0,Master,1,176.0,103.0,33.25154958677686,6.0,,,,,,,4.0,Gut,,2750.5,,2501-3000€
R_12h8nUCoTEQRBWX,45.5,41-50 Stunden,,,,,43.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),15749.0,Lehre/ Berufsausbildung im dualen System,0,173.0,81.0,27.064051588760066,2.0,,,,,,,3.0,Zufriedenstellend,,2250.5,,2001-2500€
R_1CDSJorbAaS6fLR,35.5,31-40 Stunden,,,,,39.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),99734.0,Lehre/ Berufsausbildung im dualen System,0,185.0,92.0,26.880934989043094,0.0,,,,,,,5.0,Sehr gut,,3250.5,,3001-3500€
R_1mREnlMEynYwy2h,15.5,11-20 Stunden,,,,,55.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),93413.0,Lehre/ Berufsausbildung im dualen System,0,166.0,73.0,26.491508201480624,8.0,,,,,,,4.0,Gut,,250.0,,0-500€
R_3q82HbvljYCnda2,35.5,31-40 Stunden,,,,,47.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),30419.0,Lehre/ Berufsausbildung im dualen System,0,168.0,50.0,17.71541950113379,5.0,,,,,,,3.0,Zufriedenstellend,,3250.5,,3001-3500€
